incidence,equity,cec_lifetime,cec,mean_working_consumption,median_wealth,cutoff,free_area,share_below_the_free_area,share_inside_the_taper_band,share_above_the_cut-off
0.0,1.0,0.726168074341515,0.7700761837868666,1.3862492585211585,36.42696458442211,6.767475613460695,3.014330021789434,0.00092,0.01224,0.98684
0.25,1.0,0.7025303619268057,0.7700761837868666,1.334998486896044,36.42696458442211,6.767475613460695,3.014330021789434,0.00092,0.01224,0.98684
0.5,1.0,0.6783712545369859,0.7700761837868666,1.2837477152709282,36.42696458442211,6.767475613460695,3.014330021789434,0.00092,0.01224,0.98684
0.75,1.0,0.6537308258313391,0.7700761837868666,1.2324969436458129,36.42696458442211,6.767475613460695,3.014330021789434,0.00092,0.01224,0.98684
1.0,1.0,0.6286498137016969,0.7700761837868666,1.1812461720206973,36.42696458442211,6.767475613460695,3.014330021789434,0.00092,0.01224,0.98684
