system,rule,strategy,fraction,treatment,assessed,cec,cec_survival,prob_ruin,prob_ruin_survival,mean_consumption,p5_consumption,median_bequest,moneys_worth
age_pension_matched,fixed_real_rule,balanced_all_equity,0.1,exempt from the assets test,0.0,0.45150562749932904,0.48588814638889777,0.11592,0.05824817845075118,1.2045250814924182,0.36748762266658735,40.776632057975114,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.1,exempt from the assets test,0.0,0.5272408365595703,0.5574052444793773,0.21892,0.111136015834872,0.9445003527188438,0.41340795680493264,8.683188518393033,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.25,exempt from the assets test,0.0,0.5401678611377515,0.5766068753000534,0.11592,0.05824817845075118,1.3088517155681514,0.418530672145103,33.98052671497928,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.25,exempt from the assets test,0.0,0.6121856692555155,0.6491985005393912,0.21892,0.111136015834872,1.0374789427614057,0.482086591925576,7.235990431994236,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.5,exempt from the assets test,0.0,0.6884517916877173,0.7418464853536756,0.11592,0.05824817845075118,1.5019183872734252,0.5347579410372854,22.65368447665285,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.5,exempt from the assets test,0.0,0.7970514679961769,0.8419069593237073,0.21892,0.111136015834872,1.2180051516983896,0.5946395864228454,4.8239936213294765,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.75,exempt from the assets test,0.0,0.9324581118884706,0.996953302045218,0.11592,0.05824817845075118,1.7552626501492798,0.6814708197537139,11.326842238326424,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.75,exempt from the assets test,0.0,1.0014189038783532,1.0189677160186674,0.21892,0.111136015834872,1.4505543727626133,0.6896195524253531,2.411996810664739,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.9,exempt from the assets test,0.0,1.1295957421648353,1.1591280452306545,0.11592,0.05824817845075118,1.9742799529996737,0.7754548394116403,4.530736895330573,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.9,exempt from the assets test,0.0,1.0524326533203439,1.0610788512223914,0.21892,0.111136015834872,1.6022739924850518,0.7207474324532079,0.9647987242658891,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.95,exempt from the assets test,0.0,1.1745183493808717,1.1877083039896978,0.11592,0.05824817845075118,2.0573243019939493,0.7962193692207967,2.265368447665287,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.95,exempt from the assets test,0.0,1.0612723899789391,1.068222087896735,0.21892,0.111136015834872,1.6406720641439774,0.7267830734549077,0.48239936213294565,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,1.0,exempt from the assets test,0.0,1.1795089427222867,1.171622227837547,1.0,0.9914042022859769,2.120236639300499,0.8056514432008447,0.0,1.0
age_pension_matched,fixed_real_rule,target_date_fund,1.0,exempt from the assets test,0.0,1.0631546714677529,1.0610205733153268,1.0,0.9914042022859769,1.6669886409962997,0.733205895243855,0.0,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.0,assessed at its remaining value,1.0,0.4159074372399515,0.4453337149970984,0.11592,0.05824817845075118,1.1375837625179384,0.3398425598252197,45.3073689533057,1.0
age_pension_matched,fixed_real_rule,target_date_fund,0.0,assessed at its remaining value,1.0,0.4755108619605084,0.5025286799240993,0.21892,0.111136015834872,0.8864899600440282,0.3725612013925447,9.647987242658953,1.0
age_pension_matched,fixed_real_rule,balanced_all_equity,0.1,assessed at its remaining value,1.0,0.4474870661326547,0.4797932258504708,0.11592,0.05824817845075118,1.1976279542039245,0.3629233531779863,40.776632057975114,1.0
