dropped,system,rule,challenger,incumbent,gap_pct,leader,best_strategy,best_cec,n_markets
JPN,us_social_security,amortisation at 6%,1.2095675531800663,1.0184081016380944,18.770417402855966,balanced_all_equity,international_equity,1.3223910166746482,15
JPN,us_social_security,amortisation at 8%,1.1711758405746098,0.9881685949762435,18.51984029129825,balanced_all_equity,international_equity,1.2772877377233158,15
JPN,us_social_security,amortisation at 10%,1.11583817312587,0.9496547484200877,17.49935173622379,balanced_all_equity,international_equity,1.2091712333662101,15
NLD,australia_as_legislated,fixed_real_rule,0.6683252302330205,0.6568329504826662,1.7496503093989535,balanced_all_equity,balanced_all_equity,0.6683252302330205,15
NLD,australia_as_legislated,constant_percent at 4%,0.8599709288250622,0.7255603479764103,18.52507254889595,balanced_all_equity,international_equity,0.9496604939722263,15
NLD,australia_as_legislated,amortisation at 0%,0.9441577795405098,0.8226180717720816,14.774743217907638,balanced_all_equity,international_equity,1.0268440519164275,15
NLD,australia_as_legislated,amortisation at 2%,1.130533517982037,0.9590371348980388,17.882142082249096,balanced_all_equity,international_equity,1.231447963019119,15
NLD,australia_as_legislated,amortisation at 4%,1.2674625862657067,1.0415108826244845,21.694608036341446,balanced_all_equity,international_equity,1.3835441852145847,15
NLD,australia_as_legislated,amortisation at 6%,1.3297988129552931,1.0633076488860793,25.062470334751175,balanced_all_equity,international_equity,1.4569753916537527,15
NLD,australia_as_legislated,amortisation at 8%,1.314949536692833,1.037319533426973,26.764173846091488,balanced_all_equity,international_equity,1.4465849975875666,15
NLD,australia_as_legislated,amortisation at 10%,1.2434394199092358,0.9832219813610389,26.465787327902014,balanced_all_equity,international_equity,1.36928053773978,15
NLD,us_social_security,fixed_real_rule,1.0475639092764077,0.940691684443645,11.361025785613311,balanced_all_equity,international_equity,1.111804615511363,15
NLD,us_social_security,constant_percent at 4%,1.127819146312684,0.9551980182627026,18.07176362906844,balanced_all_equity,international_equity,1.2223629514052525,15
NLD,us_social_security,amortisation at 0%,1.1895980204764123,1.0204723899178265,16.57326863808677,balanced_all_equity,international_equity,1.2779824227725773,15
NLD,us_social_security,amortisation at 2%,1.2357794896812777,1.0436205685467412,18.41271884877862,balanced_all_equity,international_equity,1.3361244474860776,15
NLD,us_social_security,amortisation at 4%,1.2538900147721368,1.0467010145644304,19.794477823633816,balanced_all_equity,international_equity,1.362476474462155,15
NLD,us_social_security,amortisation at 6%,1.240542967415726,1.0302217600724435,20.415139292776452,balanced_all_equity,international_equity,1.3512513881355899,15
NLD,us_social_security,amortisation at 8%,1.1994322180668402,0.9986250991414783,20.10835889244087,balanced_all_equity,international_equity,1.3049241829331961,15
NLD,us_social_security,amortisation at 10%,1.139759567177091,0.9583993300823626,18.923243308104443,balanced_all_equity,international_equity,1.2338498466456864,15
NOR,australia_as_legislated,fixed_real_rule,0.6781106713090534,0.6645877394159764,2.0347850390620703,balanced_all_equity,balanced_all_equity,0.6781106713090534,15
