incidence,equity,median_wealth,free_area,cutoff,share_below_the_free_area,share_inside_the_taper_band,share_above_the_cut-off,cec,cec_lifetime,prob_ruin,mean_consumption,p5_consumption,mean_working_consumption
0.25,0.55,22.599380120709704,3.014330021789434,6.767475613460695,0.0034,0.03268,0.96392,0.6760909648493072,0.689520026863854,0.13792,1.6238679589329748,0.4492869049050311,1.334998486896044
0.25,0.6,23.93728141277523,3.014330021789434,6.767475613460695,0.00276,0.02828,0.96896,0.6874852376166817,0.6915130403304443,0.1266,1.725668644799203,0.4492869049050311,1.334998486896044
0.25,0.65,25.34006992878295,3.014330021789434,6.767475613460695,0.0024,0.024,0.9736,0.6981798811136553,0.6932626903626943,0.11592,1.834958994496731,0.4492869049050311,1.334998486896044
0.25,0.7,26.76154610897414,3.014330021789434,6.767475613460695,0.00208,0.02092,0.977,0.7071723109768382,0.6946491284781839,0.10584,1.9517606847455362,0.4696993741198118,1.334998486896044
0.25,0.75,28.258791424731356,3.014330021789434,6.767475613460695,0.00152,0.01824,0.98024,0.7168593680238536,0.6960614345036258,0.09832,2.076215091984023,0.49275796366805547,1.334998486896044
0.25,0.8,29.867981733700027,3.014330021789434,6.767475613460695,0.00136,0.01636,0.98228,0.7302754094932092,0.6978876420636058,0.092,2.2088409159749736,0.5142467074440483,1.334998486896044
0.25,0.85,31.390111513120484,3.014330021789434,6.767475613460695,0.00116,0.01484,0.984,0.7439129498678362,0.699601398035312,0.08736,2.35024032273178,0.5351748452280007,1.334998486896044
0.25,0.9,33.01200406150023,3.014330021789434,6.767475613460695,0.00104,0.0134,0.98556,0.7518889047146948,0.7005419630792684,0.08388,2.5008511576336296,0.5551475017488449,1.334998486896044
0.25,0.95,34.71972227959987,3.014330021789434,6.767475613460695,0.00092,0.0128,0.98628,0.7627268983424059,0.7017519886333606,0.0818,2.6609266783004766,0.5669314842892917,1.334998486896044
0.25,1.0,36.42696458442211,3.014330021789434,6.767475613460695,0.00092,0.01224,0.98684,0.7700761837868666,0.7025303619268057,0.081,2.8303718943976754,0.577429028150423,1.334998486896044
0.5,0.0,11.568013586357482,3.014330021789434,6.767475613460695,0.04148,0.16932,0.7892,0.5626828396135758,0.6418433597288369,0.45992,0.9052936616053867,0.441239257267975,1.2837477152709282
0.5,0.05,12.324018258279402,3.014330021789434,6.767475613460695,0.03532,0.14884,0.81584,0.5688406012363979,0.6437565002693633,0.419,0.9456586394827353,0.44323966804091286,1.2837477152709282
0.5,0.1,13.137497651795941,3.014330021789434,6.767475613460695,0.02956,0.12968,0.84076,0.5748750035013326,0.6455593102983092,0.37756,0.990094141470443,0.44546113255317715,1.2837477152709282
0.5,0.15,13.970296528389992,3.014330021789434,6.767475613460695,0.0236,0.1138,0.8626,0.5827693861188065,0.6478146420883951,0.34136,1.0388646093745515,0.44836756031566777,1.2837477152709282
0.5,0.2,14.884142992075242,3.014330021789434,6.767475613460695,0.01868,0.09912,0.8822,0.5899323863042416,0.6497642859445643,0.30392,1.092684777450558,0.4492869049050311,1.2837477152709282
0.5,0.25,15.819830081260863,3.014330021789434,6.767475613460695,0.01472,0.08548,0.8998,0.6015026575940862,0.6527299190494333,0.27,1.1515117183484997,0.4492869049050311,1.2837477152709282
0.5,0.3,16.806143404758863,3.014330021789434,6.767475613460695,0.012,0.07412,0.91388,0.6116529651827326,0.6551562165114765,0.23868,1.215463187418439,0.4492869049050311,1.2837477152709282
0.5,0.35,17.853750775054134,3.014330021789434,6.767475613460695,0.0098,0.06288,0.92732,0.621087739524769,0.6572742316516412,0.21084,1.284751293911074,0.4492869049050311,1.2837477152709282
0.5,0.4,18.94026418467353,3.014330021789434,6.767475613460695,0.0076,0.0534,0.939,0.632997218937378,0.6597717221864274,0.189,1.359899918727967,0.4492869049050311,1.2837477152709282
0.5,0.45,20.110031746608048,3.014330021789434,6.767475613460695,0.0056,0.04584,0.94856,0.647359401269799,0.6625422049088573,0.16952,1.4413098610347326,0.4492869049050311,1.2837477152709282
0.5,0.5,21.29455943241265,3.014330021789434,6.767475613460695,0.00444,0.03832,0.95724,0.6592196245294527,0.6646474665579601,0.15224,1.5291726871055182,0.4492869049050311,1.2837477152709282
0.5,0.55,22.599380120709704,3.014330021789434,6.767475613460695,0.0034,0.03268,0.96392,0.6760909648493072,0.6673840030385916,0.13792,1.6238679589329748,0.4492869049050311,1.2837477152709282
0.5,0.6,23.93728141277523,3.014330021789434,6.767475613460695,0.00276,0.02828,0.96896,0.6874852376166817,0.6690754948478796,0.1266,1.725668644799203,0.4492869049050311,1.2837477152709282
0.5,0.65,25.34006992878295,3.014330021789434,6.767475613460695,0.0024,0.024,0.9736,0.6981798811136553,0.6705579607165477,0.11592,1.834958994496731,0.4492869049050311,1.2837477152709282
0.5,0.7,26.76154610897414,3.014330021789434,6.767475613460695,0.00208,0.02092,0.977,0.7071723109768382,0.6717310248600301,0.10584,1.9517606847455362,0.4696993741198118,1.2837477152709282
0.5,0.75,28.258791424731356,3.014330021789434,6.767475613460695,0.00152,0.01824,0.98024,0.7168593680238536,0.6729244652212932,0.09832,2.076215091984023,0.49275796366805547,1.2837477152709282
0.5,0.8,29.867981733700027,3.014330021789434,6.767475613460695,0.00136,0.01636,0.98228,0.7302754094932092,0.6744653950227678,0.092,2.2088409159749736,0.5142467074440483,1.2837477152709282
0.5,0.85,31.390111513120484,3.014330021789434,6.767475613460695,0.00116,0.01484,0.984,0.7439129498678362,0.6759091013083178,0.08736,2.35024032273178,0.5351748452280007,1.2837477152709282
0.5,0.9,33.01200406150023,3.014330021789434,6.767475613460695,0.00104,0.0134,0.98556,0.7518889047146948,0.6767004882022626,0.08388,2.5008511576336296,0.5551475017488449,1.2837477152709282
0.5,0.95,34.71972227959987,3.014330021789434,6.767475613460695,0.00092,0.0128,0.98628,0.7627268983424059,0.6777175874558306,0.0818,2.6609266783004766,0.5669314842892917,1.2837477152709282
0.5,1.0,36.42696458442211,3.014330021789434,6.767475613460695,0.00092,0.01224,0.98684,0.7700761837868666,0.6783712545369859,0.081,2.8303718943976754,0.577429028150423,1.2837477152709282
0.75,0.0,11.568013586357482,3.014330021789434,6.767475613460695,0.04148,0.16932,0.7892,0.5626828396135758,0.6228281340081528,0.45992,0.9052936616053867,0.441239257267975,1.2324969436458129
0.75,0.05,12.324018258279402,3.014330021789434,6.767475613460695,0.03532,0.14884,0.81584,0.5688406012363979,0.6244727899031927,0.419,0.9456586394827353,0.44323966804091286,1.2324969436458129
0.75,0.1,13.137497651795941,3.014330021789434,6.767475613460695,0.02956,0.12968,0.84076,0.5748750035013326,0.626020039483133,0.37756,0.990094141470443,0.44546113255317715,1.2324969436458129
0.75,0.15,13.970296528389992,3.014330021789434,6.767475613460695,0.0236,0.1138,0.8626,0.5827693861188065,0.6279521450564044,0.34136,1.0388646093745515,0.44836756031566777,1.2324969436458129
0.75,0.2,14.884142992075242,3.014330021789434,6.767475613460695,0.01868,0.09912,0.8822,0.5899323863042416,0.629619202712949,0.30392,1.092684777450558,0.4492869049050311,1.2324969436458129
0.75,0.25,15.819830081260863,3.014330021789434,6.767475613460695,0.01472,0.08548,0.8998,0.6015026575940862,0.6321493125791995,0.27,1.1515117183484997,0.4492869049050311,1.2324969436458129
0.75,0.3,16.806143404758863,3.014330021789434,6.767475613460695,0.012,0.07412,0.91388,0.6116529651827326,0.6342141598746165,0.23868,1.215463187418439,0.4492869049050311,1.2324969436458129
0.75,0.35,17.853750775054134,3.014330021789434,6.767475613460695,0.0098,0.06288,0.92732,0.621087739524769,0.6360128468314666,0.21084,1.284751293911074,0.4492869049050311,1.2324969436458129
0.75,0.4,18.94026418467353,3.014330021789434,6.767475613460695,0.0076,0.0534,0.939,0.632997218937378,0.6381292104268493,0.189,1.359899918727967,0.4492869049050311,1.2324969436458129
0.75,0.45,20.110031746608048,3.014330021789434,6.767475613460695,0.0056,0.04584,0.94856,0.647359401269799,0.6404710589005973,0.16952,1.4413098610347326,0.4492869049050311,1.2324969436458129
0.75,0.5,21.29455943241265,3.014330021789434,6.767475613460695,0.00444,0.03832,0.95724,0.6592196245294527,0.6422464643778487,0.15224,1.5291726871055182,0.4492869049050311,1.2324969436458129
0.75,0.55,22.599380120709704,3.014330021789434,6.767475613460695,0.0034,0.03268,0.96392,0.6760909648493072,0.6445488517037363,0.13792,1.6238679589329748,0.4492869049050311,1.2324969436458129
0.75,0.6,23.93728141277523,3.014330021789434,6.767475613460695,0.00276,0.02828,0.96896,0.6874852376166817,0.6459689280738573,0.1266,1.725668644799203,0.4492869049050311,1.2324969436458129
0.75,0.65,25.34006992878295,3.014330021789434,6.767475613460695,0.0024,0.024,0.9736,0.6981798811136553,0.6472115848446,0.11592,1.834958994496731,0.4492869049050311,1.2324969436458129
0.75,0.7,26.76154610897414,3.014330021789434,6.767475613460695,0.00208,0.02092,0.977,0.7071723109768382,0.6481936045457395,0.10584,1.9517606847455362,0.4696993741198118,1.2324969436458129
0.75,0.75,28.258791424731356,3.014330021789434,6.767475613460695,0.00152,0.01824,0.98024,0.7168593680238536,0.649191512670528,0.09832,2.076215091984023,0.49275796366805547,1.2324969436458129
0.75,0.8,29.867981733700027,3.014330021789434,6.767475613460695,0.00136,0.01636,0.98228,0.7302754094932092,0.6504782272727002,0.092,2.2088409159749736,0.5142467074440483,1.2324969436458129
0.75,0.85,31.390111513120484,3.014330021789434,6.767475613460695,0.00116,0.01484,0.984,0.7439129498678362,0.6516819609312436,0.08736,2.35024032273178,0.5351748452280007,1.2324969436458129
0.75,0.9,33.01200406150023,3.014330021789434,6.767475613460695,0.00104,0.0134,0.98556,0.7518889047146948,0.6523410635386984,0.08388,2.5008511576336296,0.5551475017488449,1.2324969436458129
0.75,0.95,34.71972227959987,3.014330021789434,6.767475613460695,0.00092,0.0128,0.98628,0.7627268983424059,0.6531873777420041,0.0818,2.6609266783004766,0.5669314842892917,1.2324969436458129
0.75,1.0,36.42696458442211,3.014330021789434,6.767475613460695,0.00092,0.01224,0.98684,0.7700761837868666,0.6537308258313391,0.081,2.8303718943976754,0.577429028150423,1.2324969436458129
1.0,0.0,11.568013586357482,3.014330021789434,6.767475613460695,0.04148,0.16932,0.7892,0.5626828396135758,0.6028142737722259,0.45992,0.9052936616053867,0.441239257267975,1.1812461720206973
1.0,0.05,12.324018258279402,3.014330021789434,6.767475613460695,0.03532,0.14884,0.81584,0.5688406012363979,0.6042099983135971,0.419,0.9456586394827353,0.44323966804091286,1.1812461720206973
1.0,0.1,13.137497651795941,3.014330021789434,6.767475613460695,0.02956,0.12968,0.84076,0.5748750035013326,0.6055209876006734,0.37756,0.990094141470443,0.44546113255317715,1.1812461720206973
1.0,0.15,13.970296528389992,3.014330021789434,6.767475613460695,0.0236,0.1138,0.8626,0.5827693861188065,0.6071552314310255,0.34136,1.0388646093745515,0.44836756031566777,1.1812461720206973
1.0,0.2,14.884142992075242,3.014330021789434,6.767475613460695,0.01868,0.09912,0.8822,0.5899323863042416,0.6085627448639817,0.30392,1.092684777450558,0.4492869049050311,1.1812461720206973
1.0,0.25,15.819830081260863,3.014330021789434,6.767475613460695,0.01472,0.08548,0.8998,0.6015026575940862,0.6106944130900813,0.27,1.1515117183484997,0.4492869049050311,1.1812461720206973
1.0,0.3,16.806143404758863,3.014330021789434,6.767475613460695,0.012,0.07412,0.91388,0.6116529651827326,0.6124300171937161,0.23868,1.215463187418439,0.4492869049050311,1.1812461720206973
1.0,0.35,17.853750775054134,3.014330021789434,6.767475613460695,0.0098,0.06288,0.92732,0.621087739524769,0.6139389003663415,0.21084,1.284751293911074,0.4492869049050311,1.1812461720206973
1.0,0.4,18.94026418467353,3.014330021789434,6.767475613460695,0.0076,0.0534,0.939,0.632997218937378,0.615710678492481,0.189,1.359899918727967,0.4492869049050311,1.1812461720206973
1.0,0.45,20.110031746608048,3.014330021789434,6.767475613460695,0.0056,0.04584,0.94856,0.647359401269799,0.6176666678775931,0.16952,1.4413098610347326,0.4492869049050311,1.1812461720206973
1.0,0.5,21.29455943241265,3.014330021789434,6.767475613460695,0.00444,0.03832,0.95724,0.6592196245294527,0.619146333824137,0.15224,1.5291726871055182,0.4492869049050311,1.1812461720206973
1.0,0.55,22.599380120709704,3.014330021789434,6.767475613460695,0.0034,0.03268,0.96392,0.6760909648493072,0.6210610498308312,0.13792,1.6238679589329748,0.4492869049050311,1.1812461720206973
1.0,0.6,23.93728141277523,3.014330021789434,6.767475613460695,0.00276,0.02828,0.96896,0.6874852376166817,0.6222396685659289,0.1266,1.725668644799203,0.4492869049050311,1.1812461720206973
1.0,0.65,25.34006992878295,3.014330021789434,6.767475613460695,0.0024,0.024,0.9736,0.6981798811136553,0.62326955822827,0.11592,1.834958994496731,0.4492869049050311,1.1812461720206973
1.0,0.7,26.76154610897414,3.014330021789434,6.767475613460695,0.00208,0.02092,0.977,0.7071723109768382,0.6240824589934818,0.10584,1.9517606847455362,0.4696993741198118,1.1812461720206973
1.0,0.75,28.258791424731356,3.014330021789434,6.767475613460695,0.00152,0.01824,0.98024,0.7168593680238536,0.6249076249251917,0.09832,2.076215091984023,0.49275796366805547,1.1812461720206973
1.0,0.8,29.867981733700027,3.014330021789434,6.767475613460695,0.00136,0.01636,0.98228,0.7302754094932092,0.6259702800979913,0.092,2.2088409159749736,0.5142467074440483,1.1812461720206973
1.0,0.85,31.390111513120484,3.014330021789434,6.767475613460695,0.00116,0.01484,0.984,0.7439129498678362,0.6269630500918658,0.08736,2.35024032273178,0.5351748452280007,1.1812461720206973
1.0,0.9,33.01200406150023,3.014330021789434,6.767475613460695,0.00104,0.0134,0.98556,0.7518889047146948,0.6275060837887059,0.08388,2.5008511576336296,0.5551475017488449,1.1812461720206973
1.0,0.95,34.71972227959987,3.014330021789434,6.767475613460695,0.00092,0.0128,0.98628,0.7627268983424059,0.6282027824719764,0.0818,2.6609266783004766,0.5669314842892917,1.1812461720206973
1.0,1.0,36.42696458442211,3.014330021789434,6.767475613460695,0.00092,0.01224,0.98684,0.7700761837868666,0.6286498137016969,0.081,2.8303718943976754,0.577429028150423,1.1812461720206973
