scale,leverage,spread,cec,wipeout
0.07,1.75,0.0,0.561197081776871,0.0
0.07,2.0,0.0,0.5613148932182308,0.0002023529411764706
0.07,1.0,0.01,0.5434578319234058,0.0
0.07,1.1,0.01,0.5461890499519426,0.0
0.07,1.2,0.01,0.5486307520870016,0.0
0.07,1.3,0.01,0.5507521451095815,0.0
0.07,1.4,0.01,0.5525239330466603,0.0
0.07,1.5,0.01,0.553914664847546,0.0
0.07,1.6,0.01,0.5548835920762695,0.0
0.07,1.75,0.01,0.5553582827237517,0.0
0.07,2.0,0.01,0.553901851850216,0.0002023529411764706
0.07,1.0,0.02,0.5434578319234058,0.0
0.07,1.1,0.02,0.545403429092149,0.0
0.07,1.2,0.02,0.5470549036634027,0.0
0.07,1.3,0.02,0.5483901273835118,0.0
0.07,1.4,0.02,0.5493873637256187,0.0
0.07,1.5,0.02,0.5500219839228522,0.0
0.07,1.6,0.02,0.5502598891330467,0.0
0.07,1.75,0.02,0.549698024059211,0.0002023529411764706
0.07,2.0,0.02,0.5467931757399941,0.0002023529411764706
0.07,1.0,0.03,0.5434578319234058,0.0
0.07,1.1,0.03,0.544622040281381,0.0
0.07,1.2,0.03,0.5454951865840814,0.0
0.07,1.3,0.03,0.5460628640981599,0.0
0.07,1.4,0.03,0.5463103426255473,0.0
0.07,1.5,0.03,0.54621967673891,0.0
0.07,1.6,0.03,0.5457637197834505,0.0
0.07,1.75,0.03,0.5442868878588586,0.0002023529411764706
0.07,2.0,0.03,0.5400481882253371,0.0004076470588235294
0.07,1.0,0.05,0.5434578319234058,0.0
0.07,1.1,0.05,0.5430721891645789,0.0
0.07,1.2,0.05,0.5424259487400594,0.0
0.07,1.3,0.05,0.5415184455476567,0.0
0.07,1.4,0.05,0.5403480392525406,0.0
0.07,1.5,0.05,0.5389099566693638,0.0
0.07,1.6,0.05,0.537191466427063,0.0
0.07,1.75,0.05,0.5340910508721474,0.0002023529411764706
0.07,2.0,0.05,0.5277283701589925,0.0006035294117647059
0.09,1.0,0.0,0.5634690574334896,0.0
0.09,1.1,0.0,0.5674206274737837,0.0
0.09,1.2,0.0,0.5709997083596763,0.0
0.09,1.3,0.0,0.5741647221641608,0.0
0.09,1.4,0.0,0.576876999929286,0.0
0.09,1.5,0.0,0.5790950258033651,0.0
0.09,1.6,0.0,0.5807637066207747,0.0
0.09,1.75,0.0,0.5819728318711187,0.0
0.09,2.0,0.0,0.5809082077469999,0.0002023529411764706
0.09,1.0,0.01,0.5634690574334896,0.0
0.09,1.1,0.01,0.5664922656431739,0.0
0.09,1.2,0.01,0.5691364924859978,0.0
0.09,1.3,0.01,0.5713705421963038,0.0
0.09,1.4,0.01,0.5731640865221682,0.0
0.09,1.5,0.01,0.5744824310306411,0.0
0.09,1.6,0.01,0.575276399177309,0.0
0.09,1.75,0.01,0.575224437092892,0.0
0.09,2.0,0.01,0.5723763949854549,0.0002023529411764706
0.09,1.0,0.02,0.5634690574334896,0.0
0.09,1.1,0.02,0.5655680617868712,0.0
0.09,1.2,0.02,0.5672887352117859,0.0
0.09,1.3,0.02,0.5686089367432261,0.0
0.09,1.4,0.02,0.5695059944773304,0.0
0.09,1.5,0.02,0.5699520228911378,0.0
0.09,1.6,0.02,0.5699044701179959,0.0
0.09,1.75,0.02,0.5686557476386894,0.0002023529411764706
0.09,2.0,0.02,0.5641606358431956,0.0002023529411764706
0.09,1.0,0.03,0.5634690574334896,0.0
0.09,1.1,0.03,0.5646480974427363,0.0
0.09,1.2,0.03,0.5654570802291112,0.0
0.09,1.3,0.03,0.5658820161515701,0.0
0.09,1.4,0.03,0.565907519811275,0.0
0.09,1.5,0.03,0.5655126765092771,0.0
0.09,1.6,0.03,0.5646622822201232,0.0
0.09,1.75,0.03,0.5623707061566687,0.0002023529411764706
0.09,2.0,0.03,0.5563417311534835,0.0004076470588235294
0.09,1.0,0.05,0.5634690574334896,0.0
0.09,1.1,0.05,0.5628212051586698,0.0
0.09,1.2,0.05,0.5618445313244224,0.0
0.09,1.3,0.05,0.5605401106147434,0.0
0.09,1.4,0.05,0.5589069615682326,0.0
0.09,1.5,0.05,0.5569388907887292,0.0
0.09,1.6,0.05,0.5546171082060546,0.0
0.09,1.75,0.05,0.5504609981970349,0.0002023529411764706
0.09,2.0,0.05,0.5420079123159975,0.0006035294117647059
0.11,1.0,0.0,0.5822546273479765,0.0
0.11,1.1,0.0,0.5865667984705255,0.0
0.11,1.2,0.0,0.5904156543514154,0.0
0.11,1.3,0.0,0.5937597826600848,0.0
0.11,1.4,0.0,0.5965600061985913,0.0
0.11,1.5,0.0,0.5987718670542275,0.0
0.11,1.6,0.0,0.6003316896439438,0.0
0.11,1.75,0.0,0.6011105758388323,0.0
0.11,2.0,0.0,0.5987726331227986,0.0002023529411764706
0.11,1.0,0.01,0.5822546273479765,0.0
0.11,1.1,0.01,0.5855115312330339,0.0
0.11,1.2,0.01,0.5883038655502307,0.0
0.11,1.3,0.01,0.590600742713052,0.0
0.11,1.4,0.01,0.5923711076439311,0.0
0.11,1.5,0.01,0.5935769223742894,0.0
0.11,1.6,0.01,0.5941598824526062,0.0
0.11,1.75,0.01,0.5935244319052823,0.0
0.11,2.0,0.01,0.5892108997200955,0.0002023529411764706
0.11,1.0,0.02,0.5822546273479765,0.0
0.11,1.1,0.02,0.5844603288296604,0.0
0.11,1.2,0.02,0.5862070791605692,0.0
0.11,1.3,0.02,0.5874732022791292,0.0
0.11,1.4,0.02,0.5882352472680656,0.0
0.11,1.5,0.02,0.5884618759656989,0.0
0.11,1.6,0.02,0.5881012828722466,0.0
0.11,1.75,0.02,0.5861168809351688,0.0002023529411764706
0.11,2.0,0.02,0.5799738922414199,0.0002023529411764706
0.11,1.0,0.03,0.5822546273479765,0.0
0.11,1.1,0.03,0.5834132932451629,0.0
0.11,1.2,0.03,0.5841260911646098,0.0
0.11,1.3,0.03,0.5843797489402112,0.0
0.11,1.4,0.03,0.5841582705848347,0.0
0.11,1.5,0.03,0.5834375032299824,0.0
0.11,1.6,0.03,0.5821732951157461,0.0
