system,mean_ratio_at_zero,mean_ratio_lowest,mean_ratio_span,mean_moves_against_the_challenger,tail_ratio_at_zero,tail_ratio_lowest,tail_ratio_span,tail_moves_against_the_challenger
us_social_security,1.218285824303796,1.218285824303796,0.002939237307451492,False,1.1180330598116999,1.0835838153510489,0.03444924446065101,True
age_pension_matched,1.2832449478180659,1.186703401978478,0.09654154583958796,True,0.9121791495060931,0.8611158884609503,0.0995042465047844,True
australia_as_legislated,1.3678661179586376,1.29165395530556,0.07621216265307762,True,1.0,1.0,0.049110717944704785,False
